record_id,dataset_name,dataset_family,fold_id,split,context,perturbation,predictor_name,true_error_rmse,score_name,score_type,score_value,deployable,description
GEARS::adamson::seed1::single::CCND3+ctrl,adamson,gears_crispr_group,1,test,GEARS_single_heldout,CCND3+ctrl,GEARS,0.0498433001339435,gears_predicted_effect_l2_risk,risk,2.0864181518554688,True,GEARS predicted effect L2 norm
GEARS::adamson::seed1::single::CCND3+ctrl,adamson,gears_crispr_group,1,test,GEARS_single_heldout,CCND3+ctrl,GEARS,0.0498433001339435,gears_predicted_effect_abs_mean_risk,risk,0.015666309744119644,True,Mean absolute predicted effect
GEARS::adamson::seed1::single::CCND3+ctrl,adamson,gears_crispr_group,1,test,GEARS_single_heldout,CCND3+ctrl,GEARS,0.0498433001339435,gears_low_support_risk,risk,-6.023447592961033,True,-log1p(n_cells)
GEARS::adamson::seed1::single::CCND3+ctrl,adamson,gears_crispr_group,1,test,GEARS_single_heldout,CCND3+ctrl,GEARS,0.0498433001339435,gears_cell_support_confidence,confidence,6.023447592961033,True,log1p(n_cells)
GEARS::adamson::seed1::single::CCND3+ctrl,adamson,gears_crispr_group,1,test,GEARS_single_heldout,CCND3+ctrl,GEARS,0.0498433001339435,true_effect_l2_diagnostic,risk,2.9179909229278564,False,"True effect L2, diagnostic only"
GEARS::adamson::seed1::single::CCND3+ctrl,adamson,gears_crispr_group,1,test,GEARS_single_heldout,CCND3+ctrl,GEARS,0.0498433001339435,true_effect_abs_mean_diagnostic,risk,0.01986072212457657,False,"True effect absolute mean, diagnostic only"
GEARS::adamson::seed1::single::DAD1+ctrl,adamson,gears_crispr_group,1,test,GEARS_single_heldout,DAD1+ctrl,GEARS,0.0301224403083324,gears_predicted_effect_l2_risk,risk,1.8278698921203613,True,GEARS predicted effect L2 norm
GEARS::adamson::seed1::single::DAD1+ctrl,adamson,gears_crispr_group,1,test,GEARS_single_heldout,DAD1+ctrl,GEARS,0.0301224403083324,gears_predicted_effect_abs_mean_risk,risk,0.01288635190576315,True,Mean absolute predicted effect
GEARS::adamson::seed1::single::DAD1+ctrl,adamson,gears_crispr_group,1,test,GEARS_single_heldout,DAD1+ctrl,GEARS,0.0301224403083324,gears_low_support_risk,risk,-6.652863029353347,True,-log1p(n_cells)
GEARS::adamson::seed1::single::DAD1+ctrl,adamson,gears_crispr_group,1,test,GEARS_single_heldout,DAD1+ctrl,GEARS,0.0301224403083324,gears_cell_support_confidence,confidence,6.652863029353347,True,log1p(n_cells)
GEARS::adamson::seed1::single::DAD1+ctrl,adamson,gears_crispr_group,1,test,GEARS_single_heldout,DAD1+ctrl,GEARS,0.0301224403083324,true_effect_l2_diagnostic,risk,1.9621633291244507,False,"True effect L2, diagnostic only"
GEARS::adamson::seed1::single::DAD1+ctrl,adamson,gears_crispr_group,1,test,GEARS_single_heldout,DAD1+ctrl,GEARS,0.0301224403083324,true_effect_abs_mean_diagnostic,risk,0.010224285535514355,False,"True effect absolute mean, diagnostic only"
GEARS::adamson::seed1::single::DERL2+ctrl,adamson,gears_crispr_group,1,test,GEARS_single_heldout,DERL2+ctrl,GEARS,0.027784252539277,gears_predicted_effect_l2_risk,risk,1.9539042711257935,True,GEARS predicted effect L2 norm
GEARS::adamson::seed1::single::DERL2+ctrl,adamson,gears_crispr_group,1,test,GEARS_single_heldout,DERL2+ctrl,GEARS,0.027784252539277,gears_predicted_effect_abs_mean_risk,risk,0.014087832532823086,True,Mean absolute predicted effect
GEARS::adamson::seed1::single::DERL2+ctrl,adamson,gears_crispr_group,1,test,GEARS_single_heldout,DERL2+ctrl,GEARS,0.027784252539277,gears_low_support_risk,risk,-6.517671272912275,True,-log1p(n_cells)
GEARS::adamson::seed1::single::DERL2+ctrl,adamson,gears_crispr_group,1,test,GEARS_single_heldout,DERL2+ctrl,GEARS,0.027784252539277,gears_cell_support_confidence,confidence,6.517671272912275,True,log1p(n_cells)
GEARS::adamson::seed1::single::DERL2+ctrl,adamson,gears_crispr_group,1,test,GEARS_single_heldout,DERL2+ctrl,GEARS,0.027784252539277,true_effect_l2_diagnostic,risk,2.0008840560913086,False,"True effect L2, diagnostic only"
GEARS::adamson::seed1::single::DERL2+ctrl,adamson,gears_crispr_group,1,test,GEARS_single_heldout,DERL2+ctrl,GEARS,0.027784252539277,true_effect_abs_mean_diagnostic,risk,0.014380790293216705,False,"True effect absolute mean, diagnostic only"
GEARS::adamson::seed1::single::NEDD8+ctrl,adamson,gears_crispr_group,1,test,GEARS_single_heldout,NEDD8+ctrl,GEARS,0.0725772529840469,gears_predicted_effect_l2_risk,risk,2.075874090194702,True,GEARS predicted effect L2 norm
GEARS::adamson::seed1::single::NEDD8+ctrl,adamson,gears_crispr_group,1,test,GEARS_single_heldout,NEDD8+ctrl,GEARS,0.0725772529840469,gears_predicted_effect_abs_mean_risk,risk,0.01547169964760542,True,Mean absolute predicted effect
GEARS::adamson::seed1::single::NEDD8+ctrl,adamson,gears_crispr_group,1,test,GEARS_single_heldout,NEDD8+ctrl,GEARS,0.0725772529840469,gears_low_support_risk,risk,-6.251903883165888,True,-log1p(n_cells)
GEARS::adamson::seed1::single::NEDD8+ctrl,adamson,gears_crispr_group,1,test,GEARS_single_heldout,NEDD8+ctrl,GEARS,0.0725772529840469,gears_cell_support_confidence,confidence,6.251903883165888,True,log1p(n_cells)
GEARS::adamson::seed1::single::NEDD8+ctrl,adamson,gears_crispr_group,1,test,GEARS_single_heldout,NEDD8+ctrl,GEARS,0.0725772529840469,true_effect_l2_diagnostic,risk,5.183831214904785,False,"True effect L2, diagnostic only"
GEARS::adamson::seed1::single::NEDD8+ctrl,adamson,gears_crispr_group,1,test,GEARS_single_heldout,NEDD8+ctrl,GEARS,0.0725772529840469,true_effect_abs_mean_diagnostic,risk,0.03380400687456131,False,"True effect absolute mean, diagnostic only"
GEARS::adamson::seed1::single::TIMM23+ctrl,adamson,gears_crispr_group,1,test,GEARS_single_heldout,TIMM23+ctrl,GEARS,0.040649376809597,gears_predicted_effect_l2_risk,risk,4.325637340545654,True,GEARS predicted effect L2 norm
GEARS::adamson::seed1::single::TIMM23+ctrl,adamson,gears_crispr_group,1,test,GEARS_single_heldout,TIMM23+ctrl,GEARS,0.040649376809597,gears_predicted_effect_abs_mean_risk,risk,0.030886124819517136,True,Mean absolute predicted effect
GEARS::adamson::seed1::single::TIMM23+ctrl,adamson,gears_crispr_group,1,test,GEARS_single_heldout,TIMM23+ctrl,GEARS,0.040649376809597,gears_low_support_risk,risk,-6.672032945461067,True,-log1p(n_cells)
GEARS::adamson::seed1::single::TIMM23+ctrl,adamson,gears_crispr_group,1,test,GEARS_single_heldout,TIMM23+ctrl,GEARS,0.040649376809597,gears_cell_support_confidence,confidence,6.672032945461067,True,log1p(n_cells)
GEARS::adamson::seed1::single::TIMM23+ctrl,adamson,gears_crispr_group,1,test,GEARS_single_heldout,TIMM23+ctrl,GEARS,0.040649376809597,true_effect_l2_diagnostic,risk,2.606915235519409,False,"True effect L2, diagnostic only"
GEARS::adamson::seed1::single::TIMM23+ctrl,adamson,gears_crispr_group,1,test,GEARS_single_heldout,TIMM23+ctrl,GEARS,0.040649376809597,true_effect_abs_mean_diagnostic,risk,0.017207061871886253,False,"True effect absolute mean, diagnostic only"
GEARS::adamson::seed1::single::UFM1+ctrl,adamson,gears_crispr_group,1,test,GEARS_single_heldout,UFM1+ctrl,GEARS,0.0229922570288181,gears_predicted_effect_l2_risk,risk,1.6807321310043335,True,GEARS predicted effect L2 norm
GEARS::adamson::seed1::single::UFM1+ctrl,adamson,gears_crispr_group,1,test,GEARS_single_heldout,UFM1+ctrl,GEARS,0.0229922570288181,gears_predicted_effect_abs_mean_risk,risk,0.012516646645963192,True,Mean absolute predicted effect
GEARS::adamson::seed1::single::UFM1+ctrl,adamson,gears_crispr_group,1,test,GEARS_single_heldout,UFM1+ctrl,GEARS,0.0229922570288181,gears_low_support_risk,risk,-6.584791392385716,True,-log1p(n_cells)
GEARS::adamson::seed1::single::UFM1+ctrl,adamson,gears_crispr_group,1,test,GEARS_single_heldout,UFM1+ctrl,GEARS,0.0229922570288181,gears_cell_support_confidence,confidence,6.584791392385716,True,log1p(n_cells)
GEARS::adamson::seed1::single::UFM1+ctrl,adamson,gears_crispr_group,1,test,GEARS_single_heldout,UFM1+ctrl,GEARS,0.0229922570288181,true_effect_l2_diagnostic,risk,1.417531967163086,False,"True effect L2, diagnostic only"
GEARS::adamson::seed1::single::UFM1+ctrl,adamson,gears_crispr_group,1,test,GEARS_single_heldout,UFM1+ctrl,GEARS,0.0229922570288181,true_effect_abs_mean_diagnostic,risk,0.00995814148336649,False,"True effect absolute mean, diagnostic only"
GEARS::adamson::seed1::single::YIPF5+ctrl,adamson,gears_crispr_group,1,test,GEARS_single_heldout,YIPF5+ctrl,GEARS,0.0273095723241567,gears_predicted_effect_l2_risk,risk,2.1506130695343018,True,GEARS predicted effect L2 norm
GEARS::adamson::seed1::single::YIPF5+ctrl,adamson,gears_crispr_group,1,test,GEARS_single_heldout,YIPF5+ctrl,GEARS,0.0273095723241567,gears_predicted_effect_abs_mean_risk,risk,0.015123153105378151,True,Mean absolute predicted effect
GEARS::adamson::seed1::single::YIPF5+ctrl,adamson,gears_crispr_group,1,test,GEARS_single_heldout,YIPF5+ctrl,GEARS,0.0273095723241567,gears_low_support_risk,risk,-7.284820912568604,True,-log1p(n_cells)
GEARS::adamson::seed1::single::YIPF5+ctrl,adamson,gears_crispr_group,1,test,GEARS_single_heldout,YIPF5+ctrl,GEARS,0.0273095723241567,gears_cell_support_confidence,confidence,7.284820912568604,True,log1p(n_cells)
GEARS::adamson::seed1::single::YIPF5+ctrl,adamson,gears_crispr_group,1,test,GEARS_single_heldout,YIPF5+ctrl,GEARS,0.0273095723241567,true_effect_l2_diagnostic,risk,2.5221173763275146,False,"True effect L2, diagnostic only"
GEARS::adamson::seed1::single::YIPF5+ctrl,adamson,gears_crispr_group,1,test,GEARS_single_heldout,YIPF5+ctrl,GEARS,0.0273095723241567,true_effect_abs_mean_diagnostic,risk,0.013596252538263798,False,"True effect absolute mean, diagnostic only"
GEARS::adamson::seed2::single::COPB1+ctrl,adamson,gears_crispr_group,2,test,GEARS_single_heldout,COPB1+ctrl,GEARS,0.0464407429099082,gears_predicted_effect_l2_risk,risk,3.2435312271118164,True,GEARS predicted effect L2 norm
GEARS::adamson::seed2::single::COPB1+ctrl,adamson,gears_crispr_group,2,test,GEARS_single_heldout,COPB1+ctrl,GEARS,0.0464407429099082,gears_predicted_effect_abs_mean_risk,risk,0.02454034797847271,True,Mean absolute predicted effect
GEARS::adamson::seed2::single::COPB1+ctrl,adamson,gears_crispr_group,2,test,GEARS_single_heldout,COPB1+ctrl,GEARS,0.0464407429099082,gears_low_support_risk,risk,-5.4638318050256105,True,-log1p(n_cells)
GEARS::adamson::seed2::single::COPB1+ctrl,adamson,gears_crispr_group,2,test,GEARS_single_heldout,COPB1+ctrl,GEARS,0.0464407429099082,gears_cell_support_confidence,confidence,5.4638318050256105,True,log1p(n_cells)
GEARS::adamson::seed2::single::COPB1+ctrl,adamson,gears_crispr_group,2,test,GEARS_single_heldout,COPB1+ctrl,GEARS,0.0464407429099082,true_effect_l2_diagnostic,risk,3.1411609649658203,False,"True effect L2, diagnostic only"
GEARS::adamson::seed2::single::COPB1+ctrl,adamson,gears_crispr_group,2,test,GEARS_single_heldout,COPB1+ctrl,GEARS,0.0464407429099082,true_effect_abs_mean_diagnostic,risk,0.02288229390978813,False,"True effect absolute mean, diagnostic only"
GEARS::adamson::seed2::single::EIF2AK3+ctrl,adamson,gears_crispr_group,2,test,GEARS_single_heldout,EIF2AK3+ctrl,GEARS,0.0471799783408641,gears_predicted_effect_l2_risk,risk,1.9280250072479248,True,GEARS predicted effect L2 norm
GEARS::adamson::seed2::single::EIF2AK3+ctrl,adamson,gears_crispr_group,2,test,GEARS_single_heldout,EIF2AK3+ctrl,GEARS,0.0471799783408641,gears_predicted_effect_abs_mean_risk,risk,0.0160458292812109,True,Mean absolute predicted effect
GEARS::adamson::seed2::single::EIF2AK3+ctrl,adamson,gears_crispr_group,2,test,GEARS_single_heldout,EIF2AK3+ctrl,GEARS,0.0471799783408641,gears_low_support_risk,risk,-5.159055299214529,True,-log1p(n_cells)
GEARS::adamson::seed2::single::EIF2AK3+ctrl,adamson,gears_crispr_group,2,test,GEARS_single_heldout,EIF2AK3+ctrl,GEARS,0.0471799783408641,gears_cell_support_confidence,confidence,5.159055299214529,True,log1p(n_cells)
GEARS::adamson::seed2::single::EIF2AK3+ctrl,adamson,gears_crispr_group,2,test,GEARS_single_heldout,EIF2AK3+ctrl,GEARS,0.0471799783408641,true_effect_l2_diagnostic,risk,3.1818220615386963,False,"True effect L2, diagnostic only"
GEARS::adamson::seed2::single::EIF2AK3+ctrl,adamson,gears_crispr_group,2,test,GEARS_single_heldout,EIF2AK3+ctrl,GEARS,0.0471799783408641,true_effect_abs_mean_diagnostic,risk,0.02515914849936962,False,"True effect absolute mean, diagnostic only"
GEARS::adamson::seed2::single::FECH+ctrl,adamson,gears_crispr_group,2,test,GEARS_single_heldout,FECH+ctrl,GEARS,0.0448727272450923,gears_predicted_effect_l2_risk,risk,3.045936107635498,True,GEARS predicted effect L2 norm
GEARS::adamson::seed2::single::FECH+ctrl,adamson,gears_crispr_group,2,test,GEARS_single_heldout,FECH+ctrl,GEARS,0.0448727272450923,gears_predicted_effect_abs_mean_risk,risk,0.02267911471426487,True,Mean absolute predicted effect
GEARS::adamson::seed2::single::FECH+ctrl,adamson,gears_crispr_group,2,test,GEARS_single_heldout,FECH+ctrl,GEARS,0.0448727272450923,gears_low_support_risk,risk,-6.555356891810665,True,-log1p(n_cells)
GEARS::adamson::seed2::single::FECH+ctrl,adamson,gears_crispr_group,2,test,GEARS_single_heldout,FECH+ctrl,GEARS,0.0448727272450923,gears_cell_support_confidence,confidence,6.555356891810665,True,log1p(n_cells)
GEARS::adamson::seed2::single::FECH+ctrl,adamson,gears_crispr_group,2,test,GEARS_single_heldout,FECH+ctrl,GEARS,0.0448727272450923,true_effect_l2_diagnostic,risk,2.5558085441589355,False,"True effect L2, diagnostic only"
GEARS::adamson::seed2::single::FECH+ctrl,adamson,gears_crispr_group,2,test,GEARS_single_heldout,FECH+ctrl,GEARS,0.0448727272450923,true_effect_abs_mean_diagnostic,risk,0.01606513187289238,False,"True effect absolute mean, diagnostic only"
GEARS::adamson::seed2::single::PDIA6+ctrl,adamson,gears_crispr_group,2,test,GEARS_single_heldout,PDIA6+ctrl,GEARS,0.0342201218008995,gears_predicted_effect_l2_risk,risk,1.7283214330673218,True,GEARS predicted effect L2 norm
GEARS::adamson::seed2::single::PDIA6+ctrl,adamson,gears_crispr_group,2,test,GEARS_single_heldout,PDIA6+ctrl,GEARS,0.0342201218008995,gears_predicted_effect_abs_mean_risk,risk,0.013246463611721992,True,Mean absolute predicted effect
GEARS::adamson::seed2::single::PDIA6+ctrl,adamson,gears_crispr_group,2,test,GEARS_single_heldout,PDIA6+ctrl,GEARS,0.0342201218008995,gears_low_support_risk,risk,-6.428105272684596,True,-log1p(n_cells)
GEARS::adamson::seed2::single::PDIA6+ctrl,adamson,gears_crispr_group,2,test,GEARS_single_heldout,PDIA6+ctrl,GEARS,0.0342201218008995,gears_cell_support_confidence,confidence,6.428105272684596,True,log1p(n_cells)
GEARS::adamson::seed2::single::PDIA6+ctrl,adamson,gears_crispr_group,2,test,GEARS_single_heldout,PDIA6+ctrl,GEARS,0.0342201218008995,true_effect_l2_diagnostic,risk,1.84950852394104,False,"True effect L2, diagnostic only"
GEARS::adamson::seed2::single::PDIA6+ctrl,adamson,gears_crispr_group,2,test,GEARS_single_heldout,PDIA6+ctrl,GEARS,0.0342201218008995,true_effect_abs_mean_diagnostic,risk,0.008180779404938221,False,"True effect absolute mean, diagnostic only"
GEARS::adamson::seed2::single::PSMD12+ctrl,adamson,gears_crispr_group,2,test,GEARS_single_heldout,PSMD12+ctrl,GEARS,0.0548688806593418,gears_predicted_effect_l2_risk,risk,2.5696167945861816,True,GEARS predicted effect L2 norm
GEARS::adamson::seed2::single::PSMD12+ctrl,adamson,gears_crispr_group,2,test,GEARS_single_heldout,PSMD12+ctrl,GEARS,0.0548688806593418,gears_predicted_effect_abs_mean_risk,risk,0.022488944232463837,True,Mean absolute predicted effect
GEARS::adamson::seed2::single::PSMD12+ctrl,adamson,gears_crispr_group,2,test,GEARS_single_heldout,PSMD12+ctrl,GEARS,0.0548688806593418,gears_low_support_risk,risk,-4.1588830833596715,True,-log1p(n_cells)
GEARS::adamson::seed2::single::PSMD12+ctrl,adamson,gears_crispr_group,2,test,GEARS_single_heldout,PSMD12+ctrl,GEARS,0.0548688806593418,gears_cell_support_confidence,confidence,4.1588830833596715,True,log1p(n_cells)
GEARS::adamson::seed2::single::PSMD12+ctrl,adamson,gears_crispr_group,2,test,GEARS_single_heldout,PSMD12+ctrl,GEARS,0.0548688806593418,true_effect_l2_diagnostic,risk,3.150763988494873,False,"True effect L2, diagnostic only"
GEARS::adamson::seed2::single::PSMD12+ctrl,adamson,gears_crispr_group,2,test,GEARS_single_heldout,PSMD12+ctrl,GEARS,0.0548688806593418,true_effect_abs_mean_diagnostic,risk,0.02671835385262966,False,"True effect absolute mean, diagnostic only"
GEARS::adamson::seed2::single::UFM1+ctrl,adamson,gears_crispr_group,2,test,GEARS_single_heldout,UFM1+ctrl,GEARS,0.0230501722544431,gears_predicted_effect_l2_risk,risk,1.5023764371871948,True,GEARS predicted effect L2 norm
GEARS::adamson::seed2::single::UFM1+ctrl,adamson,gears_crispr_group,2,test,GEARS_single_heldout,UFM1+ctrl,GEARS,0.0230501722544431,gears_predicted_effect_abs_mean_risk,risk,0.011789429932832718,True,Mean absolute predicted effect
GEARS::adamson::seed2::single::UFM1+ctrl,adamson,gears_crispr_group,2,test,GEARS_single_heldout,UFM1+ctrl,GEARS,0.0230501722544431,gears_low_support_risk,risk,-6.584791392385716,True,-log1p(n_cells)
GEARS::adamson::seed2::single::UFM1+ctrl,adamson,gears_crispr_group,2,test,GEARS_single_heldout,UFM1+ctrl,GEARS,0.0230501722544431,gears_cell_support_confidence,confidence,6.584791392385716,True,log1p(n_cells)
GEARS::adamson::seed2::single::UFM1+ctrl,adamson,gears_crispr_group,2,test,GEARS_single_heldout,UFM1+ctrl,GEARS,0.0230501722544431,true_effect_l2_diagnostic,risk,1.417531967163086,False,"True effect L2, diagnostic only"
GEARS::adamson::seed2::single::UFM1+ctrl,adamson,gears_crispr_group,2,test,GEARS_single_heldout,UFM1+ctrl,GEARS,0.0230501722544431,true_effect_abs_mean_diagnostic,risk,0.00995814148336649,False,"True effect absolute mean, diagnostic only"
GEARS::adamson::seed2::single::YIPF5+ctrl,adamson,gears_crispr_group,2,test,GEARS_single_heldout,YIPF5+ctrl,GEARS,0.0337443575263023,gears_predicted_effect_l2_risk,risk,2.113853693008423,True,GEARS predicted effect L2 norm
GEARS::adamson::seed2::single::YIPF5+ctrl,adamson,gears_crispr_group,2,test,GEARS_single_heldout,YIPF5+ctrl,GEARS,0.0337443575263023,gears_predicted_effect_abs_mean_risk,risk,0.015624566935002804,True,Mean absolute predicted effect
GEARS::adamson::seed2::single::YIPF5+ctrl,adamson,gears_crispr_group,2,test,GEARS_single_heldout,YIPF5+ctrl,GEARS,0.0337443575263023,gears_low_support_risk,risk,-7.284820912568604,True,-log1p(n_cells)
GEARS::adamson::seed2::single::YIPF5+ctrl,adamson,gears_crispr_group,2,test,GEARS_single_heldout,YIPF5+ctrl,GEARS,0.0337443575263023,gears_cell_support_confidence,confidence,7.284820912568604,True,log1p(n_cells)
GEARS::adamson::seed2::single::YIPF5+ctrl,adamson,gears_crispr_group,2,test,GEARS_single_heldout,YIPF5+ctrl,GEARS,0.0337443575263023,true_effect_l2_diagnostic,risk,2.5221173763275146,False,"True effect L2, diagnostic only"
