unit_id,batch_id,coverage,direction,selected_k,strictly_selected,boundary_tie_size,boundary_slots_needed,boundary_exact_set,boundary_status,log10_possible_boundary_sets
E153::Frangieh,frangieh_context_holdout_1_Co-culture,0.20000000000000001,highest_risk_review,56,55,1,1,True,EXACT_SET,0
E153::Frangieh,frangieh_context_holdout_1_Co-culture,0.20000000000000001,lowest_risk_accept,56,55,1,1,True,EXACT_SET,0
E153::Frangieh,frangieh_context_holdout_1_Co-culture,0.25,lowest_risk_accept,70,69,1,1,True,EXACT_SET,0
E153::Frangieh,frangieh_context_holdout_1_Co-culture,0.30000000000000004,lowest_risk_accept,84,83,1,1,True,EXACT_SET,0
E153::Frangieh,frangieh_context_holdout_1_Co-culture,0.35000000000000003,lowest_risk_accept,98,97,1,1,True,EXACT_SET,0
E153::Frangieh,frangieh_context_holdout_1_Co-culture,0.40000000000000002,lowest_risk_accept,112,111,1,1,True,EXACT_SET,0
E153::Frangieh,frangieh_context_holdout_1_Co-culture,0.45000000000000001,lowest_risk_accept,126,125,1,1,True,EXACT_SET,0
E153::Frangieh,frangieh_context_holdout_1_Co-culture,0.5,lowest_risk_accept,140,139,1,1,True,EXACT_SET,0
E153::Frangieh,frangieh_context_holdout_1_Co-culture,0.55000000000000004,lowest_risk_accept,154,153,1,1,True,EXACT_SET,0
E153::Frangieh,frangieh_context_holdout_1_Co-culture,0.60000000000000009,lowest_risk_accept,168,167,1,1,True,EXACT_SET,0
E153::Frangieh,frangieh_context_holdout_1_Co-culture,0.65000000000000002,lowest_risk_accept,182,180,2,2,True,EXACT_SET,0
E153::Frangieh,frangieh_context_holdout_1_Co-culture,0.69999999999999996,lowest_risk_accept,196,195,1,1,True,EXACT_SET,0
E153::Frangieh,frangieh_context_holdout_1_Co-culture,0.75,lowest_risk_accept,210,209,1,1,True,EXACT_SET,0
E153::Frangieh,frangieh_context_holdout_1_Co-culture,0.80000000000000004,lowest_risk_accept,224,223,1,1,True,EXACT_SET,0
E153::Frangieh,frangieh_context_holdout_1_Co-culture,0.85000000000000009,lowest_risk_accept,238,237,1,1,True,EXACT_SET,0
E153::Frangieh,frangieh_context_holdout_1_Co-culture,0.90000000000000013,lowest_risk_accept,252,251,1,1,True,EXACT_SET,0
E153::Frangieh,frangieh_context_holdout_1_Co-culture,0.94999999999999996,lowest_risk_accept,266,265,1,1,True,EXACT_SET,0
E153::Frangieh,frangieh_context_holdout_1_Co-culture,1,lowest_risk_accept,279,278,1,1,True,EXACT_SET,0
E153::Frangieh,frangieh_context_holdout_2_Control,0.20000000000000001,highest_risk_review,56,55,1,1,True,EXACT_SET,0
E153::Frangieh,frangieh_context_holdout_2_Control,0.20000000000000001,lowest_risk_accept,56,55,1,1,True,EXACT_SET,0
E153::Frangieh,frangieh_context_holdout_2_Control,0.25,lowest_risk_accept,70,69,1,1,True,EXACT_SET,0
E153::Frangieh,frangieh_context_holdout_2_Control,0.30000000000000004,lowest_risk_accept,84,83,1,1,True,EXACT_SET,0
E153::Frangieh,frangieh_context_holdout_2_Control,0.35000000000000003,lowest_risk_accept,98,97,1,1,True,EXACT_SET,0
E153::Frangieh,frangieh_context_holdout_2_Control,0.40000000000000002,lowest_risk_accept,112,111,1,1,True,EXACT_SET,0
E153::Frangieh,frangieh_context_holdout_2_Control,0.45000000000000001,lowest_risk_accept,126,125,1,1,True,EXACT_SET,0
E153::Frangieh,frangieh_context_holdout_2_Control,0.5,lowest_risk_accept,140,139,1,1,True,EXACT_SET,0
E153::Frangieh,frangieh_context_holdout_2_Control,0.55000000000000004,lowest_risk_accept,154,153,1,1,True,EXACT_SET,0
E153::Frangieh,frangieh_context_holdout_2_Control,0.60000000000000009,lowest_risk_accept,168,167,1,1,True,EXACT_SET,0
E153::Frangieh,frangieh_context_holdout_2_Control,0.65000000000000002,lowest_risk_accept,182,181,1,1,True,EXACT_SET,0
E153::Frangieh,frangieh_context_holdout_2_Control,0.69999999999999996,lowest_risk_accept,196,195,1,1,True,EXACT_SET,0
E153::Frangieh,frangieh_context_holdout_2_Control,0.75,lowest_risk_accept,210,209,1,1,True,EXACT_SET,0
E153::Frangieh,frangieh_context_holdout_2_Control,0.80000000000000004,lowest_risk_accept,224,223,1,1,True,EXACT_SET,0
E153::Frangieh,frangieh_context_holdout_2_Control,0.85000000000000009,lowest_risk_accept,238,237,1,1,True,EXACT_SET,0
E153::Frangieh,frangieh_context_holdout_2_Control,0.90000000000000013,lowest_risk_accept,252,251,1,1,True,EXACT_SET,0
E153::Frangieh,frangieh_context_holdout_2_Control,0.94999999999999996,lowest_risk_accept,266,265,1,1,True,EXACT_SET,0
E153::Frangieh,frangieh_context_holdout_2_Control,1,lowest_risk_accept,279,278,1,1,True,EXACT_SET,0
E153::Frangieh,frangieh_context_holdout_3_IFNγ,0.20000000000000001,highest_risk_review,56,34,155,22,False,TIEBREAK_REQUIRED,26.457101179577695
E153::Frangieh,frangieh_context_holdout_3_IFNγ,0.20000000000000001,lowest_risk_accept,56,26,64,30,False,TIEBREAK_REQUIRED,18.209592218410926
E153::Frangieh,frangieh_context_holdout_3_IFNγ,0.25,lowest_risk_accept,70,26,64,44,False,TIEBREAK_REQUIRED,16.292692933119692
E153::Frangieh,frangieh_context_holdout_3_IFNγ,0.30000000000000004,lowest_risk_accept,84,26,64,58,False,TIEBREAK_REQUIRED,7.8749128135410285
E153::Frangieh,frangieh_context_holdout_3_IFNγ,0.35000000000000003,lowest_risk_accept,98,90,155,8,False,TIEBREAK_REQUIRED,12.837383104487749
E153::Frangieh,frangieh_context_holdout_3_IFNγ,0.40000000000000002,lowest_risk_accept,112,90,155,22,False,TIEBREAK_REQUIRED,26.457101179577695
E153::Frangieh,frangieh_context_holdout_3_IFNγ,0.45000000000000001,lowest_risk_accept,126,90,155,36,False,TIEBREAK_REQUIRED,35.363510045698611
E153::Frangieh,frangieh_context_holdout_3_IFNγ,0.5,lowest_risk_accept,140,90,155,50,False,TIEBREAK_REQUIRED,41.163197860182052
E153::Frangieh,frangieh_context_holdout_3_IFNγ,0.55000000000000004,lowest_risk_accept,154,90,155,64,False,TIEBREAK_REQUIRED,44.445863716319714
E153::Frangieh,frangieh_context_holdout_3_IFNγ,0.60000000000000009,lowest_risk_accept,168,90,155,78,False,TIEBREAK_REQUIRED,45.46433111024438
E153::Frangieh,frangieh_context_holdout_3_IFNγ,0.65000000000000002,lowest_risk_accept,182,90,155,92,False,TIEBREAK_REQUIRED,44.288255862958103
E153::Frangieh,frangieh_context_holdout_3_IFNγ,0.69999999999999996,lowest_risk_accept,196,90,155,106,False,TIEBREAK_REQUIRED,40.836861999253287
E153::Frangieh,frangieh_context_holdout_3_IFNγ,0.75,lowest_risk_accept,210,90,155,120,False,TIEBREAK_REQUIRED,34.84063130041833
E153::Frangieh,frangieh_context_holdout_3_IFNγ,0.80000000000000004,lowest_risk_accept,224,90,155,134,False,TIEBREAK_REQUIRED,25.672419062035114
E153::Frangieh,frangieh_context_holdout_3_IFNγ,0.85000000000000009,lowest_risk_accept,238,90,155,148,False,TIEBREAK_REQUIRED,11.570211376084712
